Date,Open,High,Low,Close,Volume
2024-04-17,43.35,43.81,41.95,41.98,728935
2024-04-18,41.97,43.06,41.67,42.44,1046213
2024-04-19,42.43,43.05,41.69,41.74,1109264
2024-04-22,41.8,41.96,40.74,41.34,946527
2024-04-23,41.21,42.67,41.205,42.01,1032315
2024-04-24,42.03,42.62,41.75,42.06,825933
2024-04-25,41.77,42.31,41.435,42.01,942235
2024-04-26,42.16,43.57,42.03,43.42,705153
2024-04-29,43.42,44.3,43.3501,43.52,750949
2024-04-30,43.16,44.37,43.16,43.76,1548087
2024-05-01,43.3,45.215,43.08,43.52,972990
2024-05-02,44.44,44.44,42.6,44.29,825125
2024-05-03,45.76,46.2,44.35,44.74,1795315
2024-05-06,45.48,45.48,43.95,44.11,3330965
2024-05-07,47.41,48.12,41.32,41.4,4259098
2024-05-08,41.03,43.21,40.81,42.59,2976314
2024-05-09,42.39,43.93,41.84,43.61,1335200
2024-05-10,43.7,44.1,43.33,43.79,834694
2024-05-13,43.93,45.39,43.77,44.0,979283
2024-05-14,44.47,45.14,44.2738,44.61,787983
2024-05-15,45.2,45.849,44.54,45.72,1242042
2024-05-16,45.66,46.94,44.79,46.8,1076318
2024-05-17,46.94,47.36,45.94,46.05,785534
2024-05-20,45.94,47.52,45.94,47.19,1055475
2024-05-21,46.76,46.76,45.66,46.01,852025
2024-05-22,46.17,46.41,45.2,45.49,850365
2024-05-23,45.97,46.61,45.19,45.92,1061448
2024-05-24,46.17,46.5,45.44,46.28,919617
2024-05-28,46.6,46.635,44.83,44.88,1037502
2024-05-29,44.04,44.27,43.38,43.43,880260
2024-05-30,43.61,43.88,42.86,43.36,831520
2024-05-31,43.54,43.88,42.19,43.5,823813
2024-06-03,44.19,44.85,43.34,44.21,855409
2024-06-04,43.68,43.68,42.975,43.02,643961
2024-06-05,43.34,45.47,43.2,45.4,700080
2024-06-06,45.81,46.46,45.26,45.59,679331
2024-06-07,44.97,45.83,44.825,45.79,591856
2024-06-10,45.17,47.12,45.11,46.97,829264
2024-06-11,46.72,46.72,44.94,45.47,776175
2024-06-12,46.61,48.39,46.37,46.91,1080326
2024-06-13,46.805,47.71,45.96,47.55,583636
2024-06-14,47.0,47.465,46.3825,47.28,408565
2024-06-17,47.28,50.08,47.0638,50.0,1084109
2024-06-18,50.01,50.73,49.42,49.58,974522
2024-06-20,49.43,49.57,47.835,47.91,905083
2024-06-21,47.92,48.99,47.53,48.66,1216361
2024-06-24,48.45,49.43,47.52,47.58,472698
2024-06-25,47.58,49.465,47.2,49.19,587505
2024-06-26,49.04,49.34,48.39,49.13,621744
2024-06-27,49.0,49.13,47.84,49.04,599444
2024-06-28,49.4,51.5,49.1,50.92,1576523
2024-07-01,50.63,51.77,50.47,51.43,1118266
2024-07-02,51.3,54.0,51.3,53.94,1492418
2024-07-03,54.08,54.515,53.8,54.24,537654
2024-07-05,54.14,55.43,53.766,55.35,677417
2024-07-08,55.8,57.54,55.4,56.19,1475088
2024-07-09,56.11,56.49,55.0365,55.84,844193
2024-07-10,56.26,56.54,55.33,56.26,968719
2024-07-11,56.8,57.56,56.05,57.33,1234601
2024-07-12,57.84,60.4,57.43,59.24,1351793
2024-07-15,59.15,59.63,57.83,57.97,1086885
2024-07-16,58.27,59.19,57.13,59.09,1326616
2024-07-17,58.33,58.62,56.87,57.41,1362724
2024-07-18,57.5,57.93,54.5,55.5,2316374
